t,agent_id,node_name,k,emotion_E,order_q,net_stock,demand,fulfilled,stockout,excess_inventory,demand_shock,supply_disruption
14,wholesaler,批发商,2,0.42239267595307145,35.0,52.0,23.0,23.0,0.0,29.0,False,False
14,distributor,分销商,3,-0.13025429724551194,40.0,23.0,35.0,35.0,0.0,0.0,False,False
15,manufacturer,制造商,4,-0.1279411809137111,40.0,0.0,40.0,40.0,0.0,0.0,False,False
15,retailer,零售商,1,0.4436717349299889,9.0,34.901463535966954,21.15429535300664,21.15429535300664,0.0,13.747168182960316,False,False
15,wholesaler,批发商,2,-0.2952656904952282,40.0,65.0,9.0,9.0,0.0,56.0,False,False
15,distributor,分销商,3,-0.09092617816319862,40.0,23.0,40.0,40.0,0.0,0.0,False,False
16,manufacturer,制造商,4,-0.08932014838079765,40.0,0.0,40.0,40.0,0.0,0.0,False,False
16,retailer,零售商,1,0.04476686754465933,25.0,42.11872886360863,15.782734672358325,15.782734672358325,0.0,26.335994191250307,False,False
16,wholesaler,批发商,2,-0.6677580269520282,1.0,75.0,25.0,25.0,0.0,50.0,False,False
16,distributor,分销商,3,-0.4710931927442861,40.0,62.0,1.0,1.0,0.0,61.0,False,False
17,manufacturer,制造商,4,-0.06244275666686931,32.0,0.0,40.0,40.0,0.0,0.0,False,False
17,retailer,零售商,1,0.5653842202677698,6.0,28.835110020893104,22.283618842715526,22.283618842715526,0.0,6.551491178177578,False,False
17,wholesaler,批发商,2,-0.7884912386898738,36.0,109.0,6.0,6.0,0.0,103.0,False,False
17,distributor,分销商,3,-0.7198709987480508,40.0,66.0,36.0,36.0,0.0,30.0,False,False
18,manufacturer,制造商,4,-0.04368211413932487,8.0,0.0,40.0,40.0,0.0,0.0,False,False
18,retailer,零售商,1,0.2865540659171034,18.0,32.94293015446661,20.8921798664265,20.8921798664265,0.0,12.05075028804011,False,False
18,wholesaler,批发商,2,-0.8183970160631014,0.0,92.0,18.0,18.0,0.0,74.0,False,False
18,distributor,分销商,3,-0.8018990021652631,40.0,106.0,0.0,0.0,0.0,106.0,True,False
19,manufacturer,制造商,4,-0.40580380410336025,40.0,0.0,40.0,32.0,8.0,0.0,True,False
19,retailer,零售商,1,0.1258160922851257,29.0,29.182041096723133,9.760889057743475,9.760889057743475,0.0,19.421152038979656,True,False
19,wholesaler,批发商,2,-0.825192571957266,29.0,99.0,29.0,29.0,0.0,70.0,True,False
19,distributor,分销商,3,-0.8214726195245188,36.0,117.0,29.0,29.0,0.0,88.0,False,False
20,manufacturer,制造商,4,-0.9507584832119121,40.0,0.0,36.0,8.0,28.0,0.0,False,False
20,retailer,零售商,1,-0.09860903692062147,7.0,30.825799760999363,16.35624133572377,16.35624133572377,0.0,14.469558425275594,False,False
20,wholesaler,批发商,2,-0.8267043461288728,5.0,92.0,7.0,7.0,0.0,85.0,False,False
20,distributor,分销商,3,-0.8258782581658867,26.0,152.0,5.0,5.0,0.0,147.0,False,False
21,manufacturer,制造商,4,-0.5820324547284002,40.0,14.0,26.0,26.0,0.0,0.0,False,False
21,retailer,零售商,1,-0.29876720819011643,20.0,35.53497239976733,24.290827361232033,24.290827361232033,0.0,11.244145038535294,False,False
21,wholesaler,批发商,2,-0.827039050168937,6.0,101.0,20.0,20.0,0.0,81.0,False,False
21,distributor,分销商,3,-0.8268562283919542,0.0,182.0,6.0,6.0,0.0,176.0,False,False
22,manufacturer,制造商,4,-0.5705026980826374,40.0,54.0,0.0,0.0,0.0,54.0,False,False
22,retailer,零售商,1,0.5710598381326222,25.0,21.16220612949532,21.372766270272006,21.372766270272006,0.0,0.0,False,False
22,wholesaler,批发商,2,-0.8271130738594236,3.0,81.0,25.0,25.0,0.0,56.0,False,False
22,distributor,分销商,3,-0.8270726442529588,0.0,205.0,3.0,3.0,0.0,202.0,False,False
23,manufacturer,制造商,4,-0.7613218314408967,40.0,94.0,0.0,0.0,0.0,94.0,False,False
23,retailer,零售商,1,0.8170052774056032,20.0,22.617462105174848,18.54474402432047,18.54474402432047,0.0,4.072718080854379,False,False
23,wholesaler,批发商,2,-0.8271294411856326,26.0,67.0,20.0,20.0,0.0,47.0,False,False
23,distributor,分销商,3,-0.82712050199762,0.0,179.0,26.0,26.0,0.0,153.0,False,False
24,manufacturer,制造商,4,-0.8120180608451492,40.0,134.0,0.0,0.0,0.0,134.0,False,False
24,retailer,零售商,1,0.5012810569120565,3.0,30.105757845455766,17.511704259719085,17.511704259719085,0.0,12.594053585736681,False,False
24,wholesaler,批发商,2,-0.8271330599642384,22.0,67.0,3.0,3.0,0.0,64.0,False,False
24,distributor,分销商,3,-0.8271310835385967,0.0,157.0,22.0,22.0,0.0,135.0,False,False
25,manufacturer,制造商,4,-0.8237626363687021,10.0,174.0,0.0,0.0,0.0,174.0,False,False
25,retailer,零售商,1,0.7443275936528977,20.0,28.688359787829484,21.417398057626286,21.417398057626286,0.0,7.270961730203197,False,False
25,wholesaler,批发商,2,-0.8271338600587005,1.0,73.0,20.0,20.0,0.0,53.0,False,False
25,distributor,分销商,3,-0.8271334230809577,0.0,156.0,1.0,1.0,0.0,155.0,False,False
26,manufacturer,制造商,4,-0.5202145356062171,0.0,214.0,0.0,0.0,0.0,214.0,False,False
26,retailer,零售商,1,0.4784940499808544,3.0,9.15244043719595,22.535919350633534,22.535919350633534,0.0,0.0,False,False
26,wholesaler,批发商,2,-0.8271340369552671,31.0,92.0,3.0,3.0,0.0,89.0,False,False
26,distributor,分销商,3,-0.8271339403418674,5.0,125.0,31.0,31.0,0.0,94.0,False,False
27,manufacturer,制造商,4,-0.746122349889664,0.0,219.0,5.0,5.0,0.0,214.0,False,False
27,retailer,零售商,1,0.32295780374652544,25.0,5.820817703899241,23.331622733296708,23.331622733296708,0.0,0.0,False,False
27,wholesaler,批发商,2,-0.827134076066121,6.0,68.0,25.0,25.0,0.0,43.0,False,False
27,distributor,分销商,3,-0.8271340547054329,30.0,119.0,6.0,6.0,0.0,113.0,False,False
28,manufacturer,制造商,4,-0.8083624719016085,0.0,189.0,30.0,30.0,0.0,159.0,False,False
28,retailer,零售商,1,-0.775230126674948,30.0,0.0,23.81991638168777,8.820817703899241,14.999098677788528,0.0,False,False
28,wholesaler,批发商,2,-0.8271340847133136,40.0,69.0,30.0,30.0,0.0,39.0,False,False
28,distributor,分销商,3,-0.8271340799905841,24.0,84.0,40.0,40.0,0.0,44.0,False,False
29,manufacturer,制造商,4,-0.8229384276997878,0.0,165.0,24.0,24.0,0.0,141.0,False,False
29,retailer,零售商,1,-0.7656686762644984,40.0,0.0,32.61819619519619,25.0,7.618196195196191,0.0,False,False
29,wholesaler,批发商,2,-0.07214749254199614,40.0,35.0,40.0,40.0,0.0,0.0,False,False
29,distributor,分销商,3,-0.8271340855809906,40.0,74.0,40.0,40.0,0.0,34.0,False,False
30,manufacturer,制造商,4,-0.8262041939020612,40.0,125.0,40.0,40.0,0.0,85.0,False,False
30,retailer,零售商,1,-0.4899298860054217,28.0,5.722976984324983,24.277023015675017,24.277023015675017,0.0,0.0,False,False
30,wholesaler,批发商,2,-0.26320686392800036,40.0,47.0,28.0,28.0,0.0,19.0,False,False
30,distributor,分销商,3,-0.6568620560187145,40.0,58.0,40.0,40.0,0.0,18.0,False,False
31,manufacturer,制造商,4,-0.8269283822127761,40.0,85.0,40.0,40.0,0.0,45.0,False,False
31,retailer,零售商,1,0.5367519114670537,28.0,26.145679121845166,19.57729786247982,19.57729786247982,0.0,6.568381259365346,False,False
31,wholesaler,批发商,2,-0.42717029331902523,40.0,59.0,28.0,28.0,0.0,31.0,False,False
31,distributor,分销商,3,-0.5427150420853553,40.0,58.0,40.0,40.0,0.0,18.0,False,False
32,manufacturer,制造商,4,-0.8158794080710116,40.0,85.0,40.0,40.0,0.0,45.0,False,False
32,retailer,零售商,1,0.27480863183496224,26.0,38.42589383184464,15.719785290000523,15.719785290000523,0.0,22.706108541844117,False,False
32,wholesaler,批发商,2,-0.6857077127208581,39.0,73.0,26.0,26.0,0.0,47.0,False,False
32,distributor,分销商,3,0.13682387344443828,40.0,59.0,39.0,39.0,0.0,20.0,False,False
33,manufacturer,制造商,4,-0.7845072427581883,40.0,85.0,40.0,40.0,0.0,45.0,False,False
33,retailer,零售商,1,-0.11333068774210989,14.0,45.48610407396689,20.93978975787774,20.93978975787774,0.0,24.546314316089152,False,False
33,wholesaler,批发商,2,-0.7931973908291762,21.0,99.0,14.0,14.0,0.0,85.0,False,False
33,distributor,分销商,3,-0.2951727279005358,40.0,78.0,21.0,21.0,0.0,57.0,False,False
34,manufacturer,制造商,4,-0.7278571438864954,40.0,85.0,40.0,40.0,0.0,45.0,False,False
34,retailer,零售商,1,-0.4267003748372217,3.0,45.371347731423555,26.11475634254333,26.11475634254333,0.0,19.256591388880224,False,False
34,wholesaler,批发商,2,-0.819481953816398,0.0,135.0,3.0,3.0,0.0,132.0,False,False
34,distributor,分销商,3,-0.6677219680345114,40.0,118.0,0.0,0.0,0.0,118.0,False,False
35,manufacturer,制造商,4,-0.7086665347948422,12.0,85.0,40.0,40.0,0.0,45.0,False,False
35,retailer,零售商,1,-0.4252847330849173,25.0,36.883706848426264,22.48764088299729,22.48764088299729,0.0,14.396065965428974,False,False
35,wholesaler,批发商,2,-0.8254347302064565,2.0,131.0,25.0,25.0,0.0,106.0,False,False
35,distributor,分销商,3,-0.7884816902031736,40.0,156.0,2.0,2.0,0.0,154.0,False,False
36,manufacturer,制造商,4,-0.7019156247088676,0.0,85.0,40.0,40.0,0.0,45.0,False,False
36,retailer,零售商,1,0.5270113236668842,18.0,22.84066879174026,17.043038056686004,17.043038056686004,0.0,5.7976307350542555,False,False
36,wholesaler,批发商,2,-0.8267579989275955,21.0,113.0,18.0,18.0,0.0,95.0,False,False
36,distributor,分销商,3,-0.8183948088378632,0.0,175.0,21.0,21.0,0.0,154.0,False,False
37,manufacturer,制造商,4,-0.7973670437898546,40.0,97.0,0.0,0.0,0.0,97.0,False,False
37,retailer,零售商,1,0.2686797736908614,8.0,33.44155584185346,14.399112949886803,14.399112949886803,0.0,19.042442891966655,False,False
37,wholesaler,批发商,2,-0.8270509180401012,15.0,107.0,8.0,8.0,0.0,99.0,False,False
37,distributor,分销商,3,-0.8251920789948348,1.0,200.0,15.0,15.0,0.0,185.0,False,False
38,manufacturer,制造商,4,-0.8204383273777474,40.0,96.0,1.0,1.0,0.0,95.0,False,False
38,retailer,零售商,1,0.1615745429364544,13.0,30.989035427786554,20.452520414066903,20.452520414066903,0.0,10.53651501371965,False,False
38,wholesaler,批发商,2,-0.8271156980505155,0.0,115.0,13.0,13.0,0.0,102.0,False,False
38,distributor,分销商,3,-0.8267042368923367,0.0,200.0,0.0,0.0,0.0,200.0,False,False
39,manufacturer,制造商,4,-0.8256479412846698,40.0,136.0,0.0,0.0,0.0,136.0,False,False
39,retailer,零售商,1,0.11262236346740302,20.0,15.046504364735892,23.942531063050662,23.942531063050662,0.0,0.0,False,False
39,wholesaler,批发商,2,-0.8271300213929325,0.0,110.0,20.0,20.0,0.0,90.0,False,False
39,distributor,分销商,3,-0.8270390260053236,0.0,201.0,0.0,0.0,0.0,201.0,False,False
40,manufacturer,制造商,4,-0.8268052257175631,33.0,176.0,0.0,0.0,0.0,176.0,False,False
40,retailer,零售商,1,0.07867273664785314,30.0,3.3594674916845833,24.68703687305131,24.68703687305131,0.0,0.0,False,False
40,wholesaler,批发商,2,-0.8271331882454943,0.0,80.0,30.0,30.0,0.0,50.0,False,False
40,distributor,分销商,3,-0.827113068516395,0.0,201.0,0.0,0.0,0.0,201.0,False,False
41,manufacturer,制造商,4,-0.8270613638833648,0.0,216.0,0.0,0.0,0.0,216.0,False,False
41,retailer,零售商,1,0.055015309979106065,22.0,4.3434975916024,19.015969900082183,19.015969900082183,0.0,0.0,False,False
41,wholesaler,批发商,2,-0.8271338884210048,28.0,58.0,22.0,22.0,0.0,36.0,False,False
41,distributor,分销商,3,-0.8271294400042899,0.0,173.0,28.0,28.0,0.0,145.0,False,False
42,manufacturer,制造商,4,-0.8271180077768617,0.0,249.0,0.0,0.0,0.0,249.0,False,False
42,retailer,零售商,1,0.03849169017456478,12.0,13.67470602622771,20.66879156537469,20.66879156537469,0.0,0.0,False,False
42,wholesaler,批发商,2,-0.8010995676140656,19.0,46.0,12.0,12.0,0.0,34.0,False,False
42,distributor,分销商,3,-0.8271330597030487,0.0,154.0,19.0,19.0,0.0,135.0,False,False
43,manufacturer,制造商,4,-0.5219255729424116,0.0,249.0,0.0,0.0,0.0,249.0,False,False
43,retailer,零售商,1,0.02693766462157545,21.0,14.756881197836723,20.917824828390987,20.917824828390987,0.0,0.0,False,False
43,wholesaler,批发商,2,-0.8212905622319974,16.0,53.0,21.0,21.0,0.0,32.0,False,False
43,distributor,分销商,3,-0.8271338600009529,0.0,138.0,16.0,16.0,0.0,122.0,False,False
44,manufacturer,制造商,4,-0.34991588598507434,0.0,249.0,0.0,0.0,0.0,249.0,False,False
44,retailer,零售商,1,0.01885413068072838,15.0,5.204525799996162,21.55235539784056,21.55235539784056,0.0,0.0,False,False
44,wholesaler,批发商,2,-0.8258377374929107,18.0,57.0,15.0,15.0,0.0,42.0,False,False
44,distributor,分销商,3,-0.8271340369424994,0.0,120.0,18.0,18.0,0.0,102.0,False,False
45,manufacturer,制造商,4,-0.240157381586858,0.0,249.0,0.0,0.0,0.0,249.0,False,False
45,retailer,零售商,1,0.013197125241226747,17.0,1.0712042113349334,25.13332158866123,25.13332158866123,0.0,0.0,False,False
45,wholesaler,批发商,2,-0.8268472562503552,0.0,56.0,17.0,17.0,0.0,39.0,False,False
45,distributor,分销商,3,-0.8271340760632981,30.0,120.0,0.0,0.0,0.0,120.0,False,False
46,manufacturer,制造商,4,-0.6458292022519031,0.0,219.0,30.0,30.0,0.0,189.0,False,False
46,retailer,零售商,1,-0.5605690627938422,29.0,0.0,23.684638538204027,16.071204211334933,7.613434326869093,0.0,False,False
46,wholesaler,批发商,2,-0.8058098460448512,23.0,45.0,29.0,29.0,0.0,16.0,False,False
46,distributor,分销商,3,-0.8271340847126896,0.0,97.0,23.0,23.0,0.0,74.0,False,False
47,manufacturer,制造商,4,-0.7826138746347768,0.0,219.0,0.0,0.0,0.0,219.0,False,False
47,retailer,零售商,1,-0.7799191183387398,21.0,0.0,25.236887084461486,17.0,8.236887084461486,0.0,False,False
47,wholesaler,批发商,2,0.24506787547575443,27.0,24.0,21.0,21.0,0.0,3.0,False,False
47,distributor,分销商,3,-0.8271340866250219,0.0,100.0,27.0,27.0,0.0,73.0,False,False
48,manufacturer,制造商,4,-0.8170338316669079,0.0,219.0,0.0,0.0,0.0,219.0,False,False
48,retailer,零售商,1,-0.4974736907121294,18.0,6.043661110324798,22.9563388896752,22.9563388896752,0.0,0.0,False,False
48,wholesaler,批发商,2,0.4156376320831872,21.0,29.0,18.0,18.0,0.0,11.0,False,False
48,distributor,分销商,3,-0.8271340870478279,24.0,79.0,21.0,21.0,0.0,58.0,False,False
49,manufacturer,制造商,4,-0.8248878784512669,0.0,195.0,24.0,24.0,0.0,171.0,False,False
49,retailer,零售商,1,-0.3348062896828907,24.0,4.119894672037276,22.923766438287522,22.923766438287522,0.0,0.0,False,False
49,wholesaler,批发商,2,0.6767300023537863,18.0,32.0,24.0,24.0,0.0,8.0,False,False
49,distributor,分销商,3,-0.827134087141308,18.0,61.0,18.0,18.0,0.0,43.0,False,False
50,manufacturer,制造商,4,-0.8266368165956273,0.0,177.0,18.0,18.0,0.0,159.0,False,False
50,retailer,零售商,1,-0.41143513362522,16.0,0.0,24.618324348336465,22.119894672037276,2.498429676299189,0.0,False,False
50,wholesaler,批发商,2,0.33276399729650896,28.0,37.0,16.0,16.0,0.0,21.0,False,False
50,distributor,分销商,3,-0.8145932648722685,13.0,57.0,28.0,28.0,0.0,29.0,False,False
51,manufacturer,制造商,4,-0.8270241117492002,0.0,164.0,13.0,13.0,0.0,151.0,False,False
51,retailer,零售商,1,-0.28029720858274565,40.0,8.9766169251101,15.0233830748899,15.0233830748899,0.0,0.0,False,False
51,wholesaler,批发商,2,0.22881136093350582,40.0,15.0,40.0,40.0,0.0,0.0,False,False
51,distributor,分销商,3,0.12318572675261515,40.0,35.0,40.0,40.0,0.0,0.0,False,False
52,manufacturer,制造商,4,-0.8271097706657946,15.0,124.0,40.0,40.0,0.0,84.0,False,False
52,retailer,零售商,1,-0.1937283774176964,19.0,9.063281469451658,15.913335455658443,15.913335455658443,0.0,0.0,False,False
52,wholesaler,批发商,2,0.8125629147638366,40.0,24.0,19.0,19.0,0.0,5.0,False,False
52,distributor,分销商,3,0.08601691812321026,40.0,8.0,40.0,40.0,0.0,0.0,False,False
53,manufacturer,制造商,4,-0.8271287108487149,40.0,84.0,40.0,40.0,0.0,44.0,False,False
53,retailer,零售商,1,-0.29358471691454896,16.0,33.458477013086416,15.604804456365244,15.604804456365244,0.0,17.853672556721172,False,False
53,wholesaler,批发商,2,0.21329429056544488,28.0,48.0,16.0,16.0,0.0,32.0,False,False
53,distributor,分销商,3,0.06013918272543644,40.0,20.0,28.0,28.0,0.0,0.0,False,False
54,manufacturer,制造商,4,-0.6916830939397244,40.0,59.0,40.0,40.0,0.0,19.0,False,False
54,retailer,零售商,1,-0.5576720255784973,16.0,37.850464026120505,14.608012986965912,14.608012986965912,0.0,23.242451039154595,False,False
54,wholesaler,批发商,2,-0.42246930423873624,16.0,72.0,16.0,16.0,0.0,56.0,False,False
54,distributor,分销商,3,0.5332882327966607,40.0,44.0,16.0,16.0,0.0,28.0,False,False
55,manufacturer,制造商,4,-0.5422233921837845,40.0,59.0,40.0,40.0,0.0,19.0,False,False
55,retailer,零售商,1,-0.7471028221199473,11.0,37.92216878877097,15.928295237349536,15.928295237349536,0.0,21.99387355142143,False,False
55,wholesaler,批发商,2,-0.7142116385395266,20.0,89.0,11.0,11.0,0.0,78.0,False,False
55,distributor,分销商,3,-0.05995956046414899,40.0,64.0,20.0,20.0,0.0,44.0,False,False
56,manufacturer,制造商,4,0.14442666552737743,40.0,59.0,40.0,40.0,0.0,19.0,False,False
56,retailer,零售商,1,-0.5367773465433717,23.0,28.48331461392422,25.438854174846746,25.438854174846746,0.0,3.0444604390774757,False,False
56,wholesaler,批发商,2,-0.800480395313626,0.0,82.0,23.0,23.0,0.0,59.0,False,False
56,distributor,分销商,3,-0.5662405601037992,40.0,104.0,0.0,0.0,0.0,104.0,False,False
57,manufacturer,制造商,4,0.5553599960786861,40.0,59.0,40.0,40.0,0.0,19.0,False,False
57,retailer,零售商,1,0.42356828317322437,21.0,21.093043104967066,18.390271508957156,18.390271508957156,0.0,2.70277159600991,False,False
57,wholesaler,批发商,2,-0.8211494414811213,0.0,81.0,21.0,21.0,0.0,60.0,False,False
57,distributor,分销商,3,-0.7600647504839844,1.0,144.0,0.0,0.0,0.0,144.0,False,False
58,manufacturer,制造商,4,-0.20816073502731372,40.0,98.0,1.0,1.0,0.0,97.0,False,False
58,retailer,零售商,1,0.8557869566778014,24.0,20.056515577531083,24.036527527435982,24.036527527435982,0.0,0.0,False,False
58,wholesaler,批发商,2,-0.8258063222381927,16.0,57.0,24.0,24.0,0.0,33.0,False,False
58,distributor,分销商,3,-0.8117181098862086,0.0,168.0,16.0,16.0,0.0,152.0,True,False
59,manufacturer,制造商,4,-0.6325841306102172,40.0,138.0,0.0,0.0,0.0,138.0,True,False
59,retailer,零售商,1,0.34938469171882697,40.0,34.25455812471161,6.801957452819483,6.801957452819483,0.0,27.452600671892124,True,False
59,wholesaler,批发商,2,-0.5212571909365401,40.0,17.0,40.0,40.0,0.0,0.0,True,False
59,distributor,分销商,3,-0.8236951385539482,40.0,129.0,40.0,40.0,0.0,89.0,False,False
60,manufacturer,制造商,4,-0.7789948489170381,40.0,138.0,40.0,40.0,0.0,98.0,False,False
60,retailer,零售商,1,-0.28790268492079574,8.0,43.127025821821,15.127532302890609,15.127532302890609,0.0,27.999493518930393,False,False
60,wholesaler,批发商,2,0.506145292121068,40.0,25.0,8.0,8.0,0.0,17.0,False,False
60,distributor,分销商,3,-0.8263722392787478,40.0,89.0,40.0,40.0,0.0,49.0,False,False
61,manufacturer,制造商,4,-0.8161898705809912,40.0,138.0,40.0,40.0,0.0,98.0,False,False
61,retailer,零售商,1,-0.6648923044483173,0.0,64.74949434485067,18.377531476970333,18.377531476970333,0.0,46.37196286788034,False,False
61,wholesaler,批发商,2,-0.24087075653830783,40.0,65.0,0.0,0.0,0.0,65.0,False,False
61,distributor,分销商,3,-0.8269655725177324,40.0,89.0,40.0,40.0,0.0,49.0,False,False
62,manufacturer,制造商,4,-0.8246989990921757,40.0,138.0,40.0,40.0,0.0,98.0,False,False
62,retailer,零售商,1,-0.7877312025480145,24.0,50.62961694956912,22.119877395281556,22.119877395281556,0.0,28.509739554287563,False,False
62,wholesaler,批发商,2,-0.6461201890828702,37.0,81.0,24.0,24.0,0.0,57.0,False,False
62,distributor,分销商,3,-0.8270968258800553,40.0,92.0,37.0,37.0,0.0,55.0,False,False
63,manufacturer,制造商,4,-0.826594943112656,26.0,138.0,40.0,40.0,0.0,98.0,False,False
